Timestamp, Joint, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW
0.381,Body_SpineUpper,0.106504,0.989215,0.320298,0.059999,0.801908,-0.469424,-0.364671
0.381,Body_Chest,0.082848,1.003490,0.337500,0.028058,0.778951,-0.549877,-0.300139
0.381,Body_Neck,0.146305,1.019653,0.344733,0.337068,0.827677,0.305302,-0.328827
0.381,Body_Head,0.125977,1.032700,0.372134,0.131030,0.876688,0.398804,-0.234957
0.381,Body_LeftShoulder,0.105958,1.033691,0.384223,0.044035,0.872187,0.436496,-0.216385
0.381,Body_LeftScapula,0.156210,1.005856,0.357946,0.297480,0.836603,0.364674,-0.280383
0.381,Body_LeftArmUpper,0.128684,1.017979,0.386312,-0.232928,0.851565,0.469467,-0.013466
0.381,Body_LeftArmLower,0.105040,1.007118,0.381117,-0.503429,0.681748,0.510907,0.144064
0.381,Hand_Ring1,0.157434,0.987692,0.366299,0.308508,0.818121,0.410666,-0.258563
0.381,Body_RightShoulder,0.132048,0.998674,0.391705,-0.219646,0.827795,0.512362,0.063222
0.381,Hand_Ring3,0.109129,0.991026,0.383266,-0.528618,0.648631,0.465944,0.287643
0.381,Hand_Pinky0,0.157150,0.946801,0.332664,0.618722,0.588478,0.416967,-0.311473
0.381,Body_RightArmLower,0.155376,0.967400,0.371465,0.361881,0.782318,0.459071,-0.215117
0.381,Hand_Pinky2,0.136277,0.978309,0.391254,-0.156359,0.801654,0.564766,0.118076
0.381,Body_LeftHandPalm,0.118217,0.976014,0.384096,-0.440517,0.665658,0.474006,0.371703
0.381,Hand_ThumbTip,0.063508,1.013274,0.347118,0.028058,0.778951,-0.549877,-0.300139
0.381,Hand_IndexTip,0.086879,1.031662,0.394063,0.044035,0.872187,0.436496,-0.216385
0.381,Hand_MiddleTip,0.093363,0.993872,0.364760,-0.503429,0.681748,0.510907,0.144064
0.381,Body_LeftHandThumbDistal,0.101223,0.981024,0.363547,-0.528618,0.648631,0.465944,0.287643
0.381,Body_LeftHandThumbTip,0.110051,0.971489,0.365121,-0.440517,0.665658,0.474006,0.371703
0.394,Body_Start,0.160792,0.940995,0.292628,0.603757,0.688381,0.189269,-0.354663
0.394,Body_Hips,0.160792,0.940995,0.292628,0.603757,0.688381,0.189269,-0.354663
0.394,Body_SpineLower,0.147048,0.959213,0.301507,0.340113,0.836980,-0.323349,-0.281485
0.394,Hand_Thumb1,0.132443,0.977197,0.307521,0.039388,0.778210,-0.555496,-0.290279
0.394,Body_SpineUpper,0.106504,0.989215,0.320298,0.059999,0.801908,-0.469424,-0.364671
0.394,Body_Chest,0.082848,1.003490,0.337500,0.028058,0.778951,-0.549877,-0.300139
0.394,Body_Neck,0.146305,1.019653,0.344733,0.337068,0.827677,0.305302,-0.328827
0.394,Body_Head,0.125977,1.032700,0.372134,0.131030,0.876688,0.398804,-0.234957
0.394,Body_LeftShoulder,0.105958,1.033691,0.384223,0.044035,0.872187,0.436496,-0.216385
0.394,Body_LeftScapula,0.156210,1.005856,0.357946,0.297480,0.836603,0.364674,-0.280383
0.394,Body_LeftArmUpper,0.128684,1.017979,0.386312,-0.232928,0.851565,0.469467,-0.013466
0.394,Body_LeftArmLower,0.105040,1.007118,0.381117,-0.503429,0.681748,0.510907,0.144064
0.394,Hand_Ring1,0.157434,0.987692,0.366299,0.308508,0.818121,0.410666,-0.258563
0.394,Body_RightShoulder,0.132048,0.998674,0.391705,-0.219646,0.827795,0.512362,0.063222
0.394,Hand_Ring3,0.109129,0.991026,0.383266,-0.528618,0.648631,0.465944,0.287643
0.394,Hand_Pinky0,0.157150,0.946801,0.332664,0.618722,0.588478,0.416967,-0.311473
0.394,Body_RightArmLower,0.155376,0.967400,0.371465,0.361881,0.782318,0.459071,-0.215117
0.394,Hand_Pinky2,0.136277,0.978309,0.391254,-0.156359,0.801654,0.564766,0.118076
0.394,Body_LeftHandPalm,0.118217,0.976014,0.384096,-0.440517,0.665658,0.474006,0.371703
0.394,Hand_ThumbTip,0.063508,1.013274,0.347118,0.028058,0.778951,-0.549877,-0.300139
0.394,Hand_IndexTip,0.086879,1.031662,0.394063,0.044035,0.872187,0.436496,-0.216385
